SellerG,Suburb,Address,Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
Greg,Williamstown,28 Council La,3,h,1560000,SP,8,3016,3,2,2,310,179,2005,Hobsons Bay,Western Metropolitan,6380
Greg,Williamstown,19 Perry St,3,h,1575000,S,8,3016,3,2,3,430,215,1996,Hobsons Bay,Western Metropolitan,6380
Greg,Williamstown,13/8 The Strand,2,t,830000,SP,8,3016,2,1,1,84,110,1980,Hobsons Bay,Western Metropolitan,6380
Greg,Williamstown,19/8 The Strand,2,t,830000,SP,8,3016,2,1,0,56,,,Hobsons Bay,Western Metropolitan,6380
Greg,Williamstown,17 Station Rd,4,h,1085000,S,8,3016,3,1,2,458,,,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,73 Victoria St,4,h,1815000,PI,8,3016,4,3,2,321,287,,Hobsons Bay,Western Metropolitan,6380
Jas,Williamstown,17 Yarra St,3,h,1470000,S,8,3016,3,2,1,364,93,1970,Hobsons Bay,Western Metropolitan,6380
Greg,Williamstown,33 Hannan St,4,h,2230000,S,8,3016,3,2,2,782,212,1900,Hobsons Bay,Western Metropolitan,6380
Greg,Williamstown,22 Bayview St,3,t,1460000,S,8,3016,3,2,2,506,180,2010,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,164 Coogee La,5,h,1410000,SP,8,3016,5,2,2,195,260,,Hobsons Bay,Western Metropolitan,6380
RT,Williamstown,14 Illawarra St,2,h,940000,S,8,3016,2,1,0,166,,1986,Hobsons Bay,Western Metropolitan,6380
Village,Williamstown,73 Victoria St,4,h,1900000,SP,8,3016,4,3,2,321,287,,Hobsons Bay,Western Metropolitan,6380
Williams,Williamstown,112 Crofton Dr,4,h,1330000,S,8,3016,4,3,2,217,266,2003,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,5 Railway Pl,3,h,1010000,PI,8,3016,3,2,2,250,185,,Hobsons Bay,Western Metropolitan,6380
Raine,Williamstown,20 Proctor St,3,h,1010000,S,8,3016,3,2,2,418,204,1995,Hobsons Bay,Western Metropolitan,6380
Williams,Williamstown,5/72 Dover Rd,2,u,450000,S,8,3016,2,1,2,0,,,Hobsons Bay,Western Metropolitan,6380
RT,Williamstown,5/77 Dover Rd,2,u,513500,S,8,3016,2,1,1,0,72,1980,Hobsons Bay,Western Metropolitan,6380
Jas,Williamstown,102 John St,2,h,1000000,S,8,3016,2,1,0,240,,,Hobsons Bay,Western Metropolitan,6380
Greg,Williamstown,24/18 Station Rd,2,u,415000,S,8,3016,2,1,1,0,,,Hobsons Bay,Western Metropolitan,6380
Compton,Williamstown,22 Burbidge Dr,3,h,906000,SP,8,3016,3,2,2,270,,,Hobsons Bay,Western Metropolitan,6380
Greg,Williamstown,71 Hannan St,4,h,1805000,S,8,3016,3,2,2,466,160,1930,Hobsons Bay,Western Metropolitan,6380
Raine&Horne,Williamstown,16 Princes St,4,h,1126000,SP,8,3016,4,1,1,307,150,1900,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,21a Station Rd,3,t,935000,SP,8,3016,3,2,1,233,194,2002,Hobsons Bay,Western Metropolitan,6380
Hunter,Williamstown,18 James St,2,h,895000,SA,8,3016,2,2,1,193,,,Hobsons Bay,Western Metropolitan,6380
Williams,Williamstown,4/54 Yarra St,2,u,375000,SP,8,3016,2,1,1,0,49,1970,Hobsons Bay,Western Metropolitan,6380
Greg,Williamstown,79 Aitken St,3,h,1000000,S,8,3016,3,1,2,189,,,Hobsons Bay,Western Metropolitan,6380
RT,Williamstown,45 Albert St,2,h,769000,S,8,3016,2,1,1,265,,,Hobsons Bay,Western Metropolitan,6380
Williams,Williamstown,26 Collins St,3,h,1270000,S,8,3016,3,1,2,470,,,Hobsons Bay,Western Metropolitan,6380
Village,Williamstown,24 Merrett Dr,4,h,1172000,S,8,3016,4,2,2,344,,,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,175 Douglas Pde,3,h,1360000,S,8,3016,3,1,1,477,,1930,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,104 Hannan St,4,h,2050000,S,8,3016,4,2,2,648,285,2011,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,116a Hannan St,3,h,975000,PI,8,3016,3,2,2,289,158,,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,33 Cecil St,3,h,1310000,S,8,3016,3,2,1,185,139,1900,Hobsons Bay,Western Metropolitan,6380
Gunn&Co,Williamstown,105 Dover Rd,4,t,830000,SP,8,3016,4,1,2,0,,,Hobsons Bay,Western Metropolitan,6380
RT,Williamstown,6/13 Dover Rd,2,u,491500,S,8,3016,2,1,1,0,61,1970,Hobsons Bay,Western Metropolitan,6380
Greg,Williamstown,2/4 Lyons St,2,u,547500,SP,8,3016,2,1,1,0,60,1980,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,5 Ellery La,3,t,965000,S,8,3016,3,2,1,151,148,,Hobsons Bay,Western Metropolitan,6380
Williams,Williamstown,26A Macquarie St,3,h,1262000,S,8,3016,3,2,2,204,,,Hobsons Bay,Western Metropolitan,6380
Williams,Williamstown,77 Melbourne Rd,3,h,1210000,S,8,3016,3,1,0,249,85,1910,Hobsons Bay,Western Metropolitan,6380
Williams,Williamstown,9/99 Melbourne Rd,2,u,412000,SP,8,3016,2,1,1,0,65,1980,Hobsons Bay,Western Metropolitan,6380
Raine,Williamstown,81 Parker St,2,h,1337500,SP,8,3016,2,1,0,297,,,Hobsons Bay,Western Metropolitan,6380
RT,Williamstown,18A Rennie St,2,h,811000,S,8,3016,2,1,2,183,,,Hobsons Bay,Western Metropolitan,6380
Greg,Williamstown,50 Thompson St,4,h,1630000,S,8,3016,4,2,2,265,197,2010,Hobsons Bay,Western Metropolitan,6380
Jas,Williamstown,24 John St,2,h,920000,S,8,3016,2,1,1,307,,,Hobsons Bay,Western Metropolitan,6380
Gunn&Co,Williamstown,166 Cecil St,3,h,960000,SP,8,3016,3,2,1,189,,1977,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,118 Hannan St,3,h,1482500,S,8,3016,3,2,1,506,139,1910,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,19 MacLean St,4,h,1300000,PI,8,3016,4,2,2,369,250,1980,Hobsons Bay,Western Metropolitan,6380
Raine,Williamstown,139 Cecil St,4,h,2255000,S,8,3016,4,1,3,765,257,1880,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,233 Nelson Pl,4,h,1860000,S,8,3016,4,2,0,199,242,,Hobsons Bay,Western Metropolitan,6380
RT,Williamstown,68 Osborne St,3,h,1710000,SP,8,3016,3,2,1,260,170,2016,Hobsons Bay,Western Metropolitan,6380
Sweeney,Williamstown,11 Sandpiper Pl,4,h,2440000,S,8,3016,4,3,3,500,278,2005,Hobsons Bay,Western Metropolitan,6380
Williams,Williamstown,2/125 Ferguson St,1,u,331000,S,8,3016,1,1,1,0,,,Hobsons Bay,Western Metropolitan,6380
Village,Williamstown North,4/4 Florence St,2,t,500000,VB,8.9,3016,2,1,1,53,,,Hobsons Bay,Western Metropolitan,802
Compton,Williamstown North,4/29 Champion Rd,2,u,400000,SP,8.9,3016,2,1,1,0,,1970,Hobsons Bay,Western Metropolitan,802
Sweeney,Williamstown North,37 Champion Rd,5,h,1410000,SP,8.9,3016,5,2,5,680,,,Hobsons Bay,Western Metropolitan,802
Williams,Williamstown North,10/68 Kororoit Creek Rd,1,u,285000,S,8.9,3016,1,1,1,0,,,Hobsons Bay,Western Metropolitan,802
Williams,Williamstown North,8/46 Kororoit Creek Rd,2,u,460000,SP,8.9,3016,2,1,1,0,,1979,Hobsons Bay,Western Metropolitan,802
Sweeney,Williamstown North,3 Myrtle St,4,h,881000,SP,8.9,3016,4,1,3,468,139,,Hobsons Bay,Western Metropolitan,802
Greg,Williamstown North,12/29 Champion Rd,2,u,380000,PI,8.9,3016,2,1,1,0,64,1960,Hobsons Bay,Western Metropolitan,802
Williams,Williamstown North,26 Walter St,4,h,1440000,SP,8.9,3016,4,3,4,672,297,,Hobsons Bay,Western Metropolitan,802
Sweeney,Williamstown North,13/68 Kororoit Creek Rd,2,u,367500,S,8.9,3016,2,1,1,0,61,1970,Hobsons Bay,Western Metropolitan,802
Raine,Williamstown North,18 Inglis St,3,h,1225000,SP,8.9,3016,3,1,1,311,126,1920,Hobsons Bay,Western Metropolitan,802
Jellis,Windsor,207/152 Peel St,2,u,580000,VB,5.1,3181,2,2,1,0,78,2012,Port Phillip,Southern Metropolitan,4380
Marshall,Windsor,56 Henry St,3,h,1850000,VB,5.1,3181,3,1,2,361,,,Stonnington,Southern Metropolitan,4380
Marshall,Windsor,1/14 The Avenue,3,u,825000,S,5.1,3181,3,1,1,0,,,Stonnington,Southern Metropolitan,4380
Marshall,Windsor,344 High St,3,h,2302000,S,5.1,3181,3,1,4,440,144,1895,Stonnington,Southern Metropolitan,4380
Marshall,Windsor,54a Hornby St,2,h,1045000,S,5.1,3181,2,1,2,118,,1993,Stonnington,Southern Metropolitan,4380
Marshall,Windsor,39 McIlwrick St,4,h,2050000,PI,5.1,3181,4,2,1,321,,,Stonnington,Southern Metropolitan,4380
Hodges,Windsor,1/60 McIlwrick St,2,u,611000,S,5.1,3181,2,1,1,598,75,1940,Stonnington,Southern Metropolitan,4380
hockingstuart,Windsor,6/213 Dandenong Rd,2,u,600000,S,5.1,3181,2,1,1,1043,,,Stonnington,Southern Metropolitan,4380
Fletchers,Windsor,4/12 Ellesmere Rd,2,u,800000,S,5.1,3181,2,1,1,0,92,1930,Port Phillip,Southern Metropolitan,4380
Gary,Windsor,17/25 Williams Rd,1,u,275000,VB,5.1,3181,1,1,1,0,44,1970,Port Phillip,Southern Metropolitan,4380
Marshall,Windsor,33 Earl St,2,h,1325000,S,5.1,3181,2,1,0,153,,,Stonnington,Southern Metropolitan,4380
Biggin,Windsor,7b Nathan Pl,3,h,1540000,S,5.1,3181,3,2,1,138,147,2000,Stonnington,Southern Metropolitan,4380
Paul,Windsor,115 Albert St,3,h,1370000,S,5.1,3181,3,1,2,317,112,1900,Port Phillip,Southern Metropolitan,4380
Fletchers,Windsor,6/7 Ellesmere Rd,1,u,372000,S,5.1,3181,1,1,1,0,,1970,Stonnington,Southern Metropolitan,4380
Beller,Windsor,9/58 The Avenue,1,u,412500,S,5.1,3181,1,1,1,0,,,Stonnington,Southern Metropolitan,4380
Marshall,Windsor,6/10 Wrexham Rd,1,u,452000,S,5.1,3181,1,1,1,0,46,1974,Stonnington,Southern Metropolitan,4380
hockingstuart,Windsor,13/14 Newry St,2,u,450000,PI,5.1,3181,2,1,1,1057,,,Stonnington,Southern Metropolitan,4380
Ray,Windsor,106/233 Dandenong Rd,1,u,300000,VB,5.1,3181,1,1,1,0,,2010,Port Phillip,Southern Metropolitan,4380
Biggin,Windsor,4/11 Lewisham Rd,2,u,520000,PI,5.1,3181,2,1,1,0,,,Stonnington,Southern Metropolitan,4380
Thomson,Windsor,6/28 The Avenue,2,u,650000,S,5.1,3181,2,2,1,0,,,Port Phillip,Southern Metropolitan,4380
Noel,Windsor,7/8 The Avenue,1,u,501000,PI,5.1,3181,1,1,1,0,51,2005,Port Phillip,Southern Metropolitan,4380
hockingstuart,Windsor,1/43 Williams Rd,2,u,380000,VB,5.1,3181,2,1,1,0,71,1970,Port Phillip,Southern Metropolitan,4380
Marshall,Windsor,3/11 Lincoln Pl,2,h,1177000,PI,5.1,3181,2,2,2,521,122,2000,Stonnington,Southern Metropolitan,4380
Biggin,Windsor,1a Primrose St,4,h,1605000,S,5.1,3181,4,1,1,230,,,Stonnington,Southern Metropolitan,4380
Biggin,Windsor,10/27 Lewisham Rd,2,u,600000,S,5.1,3181,2,1,1,0,83,1970,Port Phillip,Southern Metropolitan,4380
Jellis,Windsor,50 Andrew St,2,h,1500000,S,5.1,3181,2,1,2,0,96,1928,Stonnington,Southern Metropolitan,4380
hockingstuart,Windsor,1/300 High St,3,u,830000,S,5.1,3181,3,2,2,0,112,2000,Stonnington,Southern Metropolitan,4380
Jellis,Windsor,46/174 Peel St,2,u,1200000,SP,5.1,3181,2,2,1,0,111,2007,Port Phillip,Southern Metropolitan,4380
Beller,Windsor,7/23 The Avenue,1,u,300000,VB,5.1,3181,1,1,1,705,,,Stonnington,Southern Metropolitan,4380
hockingstuart,Windsor,6/23 The Avenue,1,u,400000,VB,5.1,3181,1,1,1,706,,,Port Phillip,Southern Metropolitan,4380
Beller,Windsor,11/5 The Avenue,2,u,623000,S,5.1,3181,2,1,1,0,,1963,Port Phillip,Southern Metropolitan,4380
hockingstuart,Windsor,3/45 Williams Rd,2,u,600000,SP,5.1,3181,2,1,1,1452,96,1970,Stonnington,Southern Metropolitan,4380
Marshall,Windsor,45 Hornby St,2,h,1325000,PI,5.1,3181,2,1,0,140,,,Port Phillip,Southern Metropolitan,4380
hockingstuart,Windsor,12/29 Upton Rd,2,u,518000,S,5.1,3181,2,1,1,0,,,Port Phillip,Southern Metropolitan,4380
Marshall,Windsor,50 Lewisham Rd,3,h,2368000,S,5.1,3181,3,2,1,322,,1970,Stonnington,Southern Metropolitan,4380
Kay,Windsor,4 Erica St,2,h,1350000,S,5.1,3181,2,1,2,181,,,Stonnington,Southern Metropolitan,4380
McGrath,Windsor,22/17 Ellesmere Rd,2,u,650000,VB,5.1,3181,2,1,1,0,,2014,Port Phillip,Southern Metropolitan,4380
Biggin,Windsor,1/24 Green St,3,h,1200000,S,5.1,3181,3,1,1,116,,,Stonnington,Southern Metropolitan,4380
Jellis,Windsor,19 Newry St,3,h,1320000,S,5.1,3181,3,1,0,365,,,Port Phillip,Southern Metropolitan,4380
Biggin,Windsor,8/15 Wrexham Rd,2,u,580000,S,5.1,3181,2,1,1,0,,1970,Stonnington,Southern Metropolitan,4380
Kay,Windsor,5/243 Dandenong Rd,2,u,555000,PI,5.1,3181,2,1,1,0,,1990,Port Phillip,Southern Metropolitan,4380
Beller,Windsor,8/14 Newry St,2,u,474000,S,5.1,3181,2,1,1,0,66,1985,Port Phillip,Southern Metropolitan,4380
Jellis,Windsor,31 Raleigh St,2,h,1350000,S,5.1,3181,2,1,1,157,101,1900,Port Phillip,Southern Metropolitan,4380
Marshall,Windsor,77 Raleigh St,3,h,1910000,S,5.1,3181,3,3,1,143,89,1890,Stonnington,Southern Metropolitan,4380
Barry,Yallambie,11 Tarcoola Dr,4,h,700000,S,15,3085,4,1,1,530,,,Banyule,Northern Metropolitan,1369
Barry,Yallambie,8 Ovata Cl,4,h,915000,S,15,3085,4,3,1,531,237,1990,Banyule,Northern Metropolitan,1369
Buckingham,Yallambie,70 Tarcoola Dr,3,h,810000,S,15,3085,3,2,2,568,173,1975,Banyule,Northern Metropolitan,1369
Barry,Yallambie,267 Yallambie Rd,3,h,753000,S,15,3085,3,2,1,536,154,1975,Banyule,Northern Metropolitan,1369
Ray,Yallambie,340 Yallambie Rd,3,h,602500,S,15,3085,3,2,2,586,140,1970,Banyule,Northern Metropolitan,1369
Barry,Yallambie,4 Coleen St,3,h,742000,S,15,3085,3,1,1,614,117,1978,Banyule,Northern Metropolitan,1369
Fletchers,Yallambie,36 Longacres Rd,4,h,953000,S,15,3085,4,2,2,551,150,1997,Banyule,Northern Metropolitan,1369
Barry,Yallambie,5 Kurdian Ct,4,h,840000,S,15,3085,4,2,2,761,,1970,Banyule,Northern Metropolitan,1369
hockingstuart,Yallambie,2 Debra Ct,3,h,650000,S,15,3085,3,1,1,706,129,1970,Banyule,Northern Metropolitan,1369
Barry,Yallambie,342 Yallambie Rd,4,h,793000,S,15,3085,4,2,1,592,,,Banyule,Northern Metropolitan,1369
hockingstuart,Yallambie,4 Melliodora Pl,3,h,731000,S,15,3085,3,2,2,566,156,1991,Banyule,Northern Metropolitan,1369
Miles,Yallambie,5 Crew St,3,h,710000,S,15,3085,3,1,1,616,115,1960,Banyule,Northern Metropolitan,1369
Buckingham,Yallambie,252 Yallambie Rd,3,h,720000,S,15,3085,4,2,4,535,,,Banyule,Northern Metropolitan,1369
Barry,Yallambie,5 Binalong Ct,3,h,720000,S,15,3085,3,2,2,555,,1978,Banyule,Northern Metropolitan,1369
Buckingham,Yallambie,27 Ovata Cl,3,h,936000,S,15,3085,3,2,2,587,232,1994,Banyule,Northern Metropolitan,1369
Darren,Yallambie,17 Marigolds Rd,3,h,800000,S,15,3085,3,2,2,660,,,Banyule,Northern Metropolitan,1369
Barry,Yallambie,5 Amanda Ct,3,h,721000,S,15,3085,3,1,1,687,122,1978,Banyule,Northern Metropolitan,1369
Jas,Yarraville,13 Benbow St,3,h,1000000,S,7,3013,3,2,1,448,147,1940,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,6 Sanderson St,2,h,890000,SP,7,3013,3,1,2,471,103,1950,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,40 Tarrengower St,2,h,760000,SP,7,3013,2,1,1,134,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,83 Tarrengower St,3,h,1165000,S,7,3013,3,1,0,191,105,1910,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,4 Finlay St,4,h,1550000,S,7,3013,4,2,2,427,233,2010,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,7/87 Gamon St,3,h,770000,VB,7,3013,3,1,2,323,139,1960,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,160 Hyde St,3,h,871000,S,7,3013,3,2,2,428,100,1965,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,1/194 Hyde St,3,h,780000,S,7,3013,3,2,2,213,120,2004,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,3/27 Stephen St,2,t,650000,VB,7,3013,2,1,1,0,2,1980,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,41 Sussex St,3,h,770000,SP,7,3013,2,1,1,138,82,1890,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,29 Newcastle St,2,h,890000,S,7,3013,2,1,0,166,,1920,Maribyrnong,Western Metropolitan,6543
Sweeney,Yarraville,60 Adeney St,3,h,960000,S,7,3013,3,1,1,503,,,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,76 Bishop St,4,h,1235000,SP,7,3013,4,2,2,244,206,2011,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,16A Gordon Pde,3,t,670000,PI,7,3013,3,2,2,152,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,1/11 Goulburn St,2,h,960000,S,7,3013,2,2,1,159,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,5 Hood St,2,h,1000000,VB,7,3013,2,1,1,220,105,1910,Maribyrnong,Western Metropolitan,6543
Chisholm,Yarraville,13 Pearce St,2,h,710000,S,7,3013,2,1,0,164,,,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,109 Powell St,3,h,1320000,S,7,3013,3,2,2,473,171,1920,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,13 Simpson St,3,h,1100000,VB,7,3013,3,2,0,214,129,1910,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,7/88 Stephen St,2,u,782000,S,7,3013,2,1,1,1555,92,2013,Maribyrnong,Western Metropolitan,6543
Douglas,Yarraville,34 Wilkins St,3,h,931000,S,7,3013,3,1,1,442,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,6 Clarendon St,3,h,910000,S,7,3013,3,3,2,197,109,2013,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,1a Court St,2,h,796000,SP,7,3013,2,1,1,188,,,Maribyrnong,Western Metropolitan,6543
Greg,Yarraville,3 Cuming St,2,h,856000,S,7,3013,2,1,1,261,100,1880,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,40 Freeman St,3,h,670000,VB,7,3013,3,1,1,477,120,1960,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,25 Gray St,4,h,706000,S,7,3013,2,1,0,165,93,1900,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,101 Roberts St,3,h,1050000,S,7,3013,2,2,1,462,132,1960,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,1/53 Stephen St,2,u,410000,PI,7,3013,2,0,0,0,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,31 Frederick St,4,h,1320000,SP,7,3013,4,2,1,319,171,1915,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,27 Regent St,3,h,1414000,S,7,3013,3,2,2,230,,1900,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,47 Bayview Rd,5,h,1815000,S,7,3013,5,2,2,644,172,1890,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,2/8 Hughes St,2,h,630000,PI,7,3013,2,1,1,148,79,2003,Maribyrnong,Western Metropolitan,6543
Sweeney,Yarraville,50 Tongue St,4,h,1870000,S,7,3013,4,1,3,766,167,1968,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,60 Hamilton St,4,h,1785000,S,7,3013,4,2,2,640,,,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,3/107 Somerville Rd,2,u,330000,VB,7,3013,2,1,1,0,,1970,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,44 Severn St,3,h,1930000,S,7,3013,3,1,4,902,129,1920,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,18 Free St,3,h,1035000,S,7,3013,3,1,2,289,,,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,122 Stephen St,1,u,510000,SP,7,3013,1,1,2,0,83,2004,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,9/51 Stephen St,2,u,381000,PI,7,3013,2,1,1,0,65,1960,Maribyrnong,Western Metropolitan,6543
Sweeney,Yarraville,113 Anderson St,3,t,1040000,S,7,3013,2,2,0,352,152,2016,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,52 Goulburn St,3,h,1419000,SP,7,3013,3,1,2,270,,1920,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,63 Hawkhurst St,3,h,1050000,S,7,3013,3,1,2,442,,1940,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,122 Stephen St,1,h,470000,PI,7,3013,1,1,2,0,83,2004,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,280 Francis St,3,h,850000,S,7,3013,3,1,1,444,,,Maribyrnong,Western Metropolitan,6543
Sweeney,Yarraville,7/13 Stephen St,2,u,501344,SP,7,3013,2,1,1,0,72,1950,Maribyrnong,Western Metropolitan,6543
Greg,Yarraville,9 Stanger St,3,h,796000,S,7,3013,3,1,1,464,120,1960,Maribyrnong,Western Metropolitan,6543
Greg,Yarraville,27 Buninyong St,3,h,1217500,PI,7,3013,3,3,1,217,,2016,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,1a Kingston St,2,h,610000,SP,7,3013,2,0,0,94,,,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,64 Bishop St,3,h,1055000,S,7,3013,3,1,3,670,116,1940,Maribyrnong,Western Metropolitan,6543
iOne,Yarraville,4/16 Dean St,3,t,620000,VB,7,3013,3,3,1,0,141,2014,Maribyrnong,Western Metropolitan,6543
Sweeney,Yarraville,117 Francis St,4,h,660000,PI,7,3013,4,1,2,360,,1910,Maribyrnong,Western Metropolitan,6543
Sweeney,Yarraville,342 Francis St,3,h,681000,S,7,3013,2,1,1,446,,,Maribyrnong,Western Metropolitan,6543
hockingstuart/Village,Yarraville,5/69 Hamilton St,1,u,345000,S,7,3013,1,1,1,0,47,1970,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,25 Norfolk St,3,h,950000,SP,7,3013,3,1,2,240,84,1880,Maribyrnong,Western Metropolitan,6543
Jellis,Yarraville,9 Pearce St,3,h,955000,S,7,3013,3,1,1,202,,,Maribyrnong,Western Metropolitan,6543
Sweeney,Yarraville,11 Sanderson St,2,h,822000,S,7,3013,2,1,3,539,,,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,71 Bena St,2,h,760000,S,7,3013,3,1,1,472,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,29 Frederick St,4,h,1200000,S,7,3013,4,2,2,417,157,1900,Maribyrnong,Western Metropolitan,6543
Sweeney,Yarraville,59 Gent St,3,h,1005000,S,7,3013,3,1,1,438,115,1960,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,282 Hyde St,3,h,600000,VB,7,3013,4,1,1,0,,,Maribyrnong,Western Metropolitan,6543
Sweeney,Yarraville,103/58 Ballarat St,1,u,381000,S,7,3013,1,1,1,0,,,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,136 Hyde St,4,h,1150000,S,7,3013,4,2,2,482,,,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,14 Lennox St,3,h,1020000,PI,7,3013,3,1,1,248,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,55 Ofarrell St,3,h,1250000,VB,7,3013,3,2,1,249,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,7 Stewart St,4,h,1340000,VB,7,3013,4,2,0,297,175,1900,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,52 Severn St,3,h,865000,SP,7,3013,3,1,1,189,87,1930,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,347 Williamstown Rd,3,h,781500,S,7,3013,2,1,2,341,132,1950,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,15 Ofarrell St,4,h,1401000,S,7,3013,4,1,1,306,133,1910,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,2/382 Williamstown Rd,2,h,630000,S,7,3013,2,2,2,168,121,2000,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,129 Roberts St,5,h,1137500,S,7,3013,2,3,4,446,244,1950,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,198 Francis St,4,h,925000,S,7,3013,4,1,1,288,,,Maribyrnong,Western Metropolitan,6543
hockingstuart,Yarraville,18 Frederick St,3,h,745000,S,7,3013,2,1,1,325,,,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,2 Hood St,4,h,1158000,S,7,3013,4,1,3,411,96,1910,Maribyrnong,Western Metropolitan,6543
RT,Yarraville,51 Sussex St,3,h,867000,S,7,3013,3,1,1,195,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,9/11 Berry St,3,h,955000,S,7,3013,3,2,2,206,173,2006,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,3 Freame St,3,h,1081000,SP,7,3013,3,1,1,448,104,1940,Maribyrnong,Western Metropolitan,6543
Sweeney,Yarraville,443 Geelong Rd,3,h,725000,S,7,3013,3,1,5,558,128,1940,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,43 Ballarat St,2,h,767000,S,7,3013,2,1,0,128,80,1920,Maribyrnong,Western Metropolitan,6543
Sweeney,Yarraville,42 Eirene St,2,h,951000,S,7,3013,2,1,3,486,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,14 Finlay St,4,h,1028000,S,7,3013,4,2,2,431,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,112 Francis St,2,h,740000,S,7,3013,2,1,0,261,,,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,20 Grace St,3,h,1450000,S,7,3013,3,2,2,542,211,2016,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,23 Lennox St,3,h,1430000,SP,7,3013,3,3,2,386,172,1940,Maribyrnong,Western Metropolitan,6543
Village,Yarraville,38 Simpson St,3,h,1275000,SP,7,3013,3,1,2,229,128,1910,Maribyrnong,Western Metropolitan,6543
Jas,Yarraville,122 Blackwood St,4,h,1606000,SP,7,3013,4,2,3,455,178,1890,Maribyrnong,Western Metropolitan,6543
